"","topics","Griffiths2004","CaoJuan2009","Arun2010","Deveaud2014"
"1",100,-649950.667526194,0.0171932468268791,912.385685321395,2.10489739010984
"2",99,-648254.53991279,0.0188041986924827,923.522536535049,2.10158002918448
"3",98,-649680.265630444,0.0204801705309252,935.369253224613,2.10233097028861
"4",97,-649589.139178151,0.0188205749025438,932.562287480779,2.11840752426124
"5",96,-651641.995575593,0.0187552134646522,934.191993961331,2.13613975359199
"6",95,-645540.951613352,0.0192498609530763,937.144017182027,2.12820962846956
"7",94,-648955.561917487,0.0178628843078174,935.082949858956,2.13959450795537
"8",93,-646556.069602274,0.0186473030231892,945.72333560719,2.1423436525124
"9",92,-650791.169424902,0.018082096802989,941.620895675097,2.15432991863636
"10",91,-645741.339870427,0.0197484179849472,958.73803623353,2.14824491120418
"11",90,-648519.842663014,0.0187972225177682,961.204728486411,2.15844057495397
"12",89,-647819.754444238,0.0189386783413452,964.367335434879,2.16176599426121
"13",88,-648790.998809262,0.0180664331076391,963.292777573646,2.17014609099461
"14",87,-649089.343949186,0.0185314695882128,973.259433144713,2.18295014930254
"15",86,-647074.819442705,0.0197686783636461,983.226492953137,2.17604454219438
"16",85,-645774.772484439,0.0190444227590167,983.339343450722,2.19472992671076
"17",84,-648532.4881606,0.0176932177164844,981.760407889448,2.19516055328655
"18",83,-646282.672259819,0.020342089380872,993.437422286162,2.20401993993397
"19",82,-644568.651124549,0.0185495264049525,994.081201501079,2.22503224116686
"20",81,-647176.847878345,0.0173142788278755,990.230373069519,2.2330512653029
"21",80,-644006.287388594,0.0197894790058629,1006.05279079556,2.22624079213376
"22",79,-645514.600126124,0.0190129526306948,1015.1418776766,2.23016632388071
"23",78,-648481.044578451,0.019682262141989,1022.76985251545,2.22218184938376
"24",77,-644845.319923152,0.0198373889150352,1025.42156546214,2.23214899666405
"25",76,-644686.344400474,0.0197553207454035,1026.22993043621,2.24977975019058
"26",75,-646300.085484686,0.0193343555688456,1037.64053777307,2.24183362407694
"27",74,-647219.379925799,0.0200274208752731,1040.92739128898,2.24755186980647
"28",73,-644059.034865848,0.02226837815666,1055.61737095329,2.25251053203222
"29",72,-644770.070113393,0.0205775282824978,1051.95254893331,2.26785519961642
"30",71,-648016.870884751,0.0203469178804861,1061.83813293139,2.27461510300287
"31",70,-652292.415448083,0.0195952463992889,1070.87128410395,2.27658786270928
"32",69,-651510.652628283,0.0213226757433691,1080.18107063408,2.27290617288889
"33",68,-649337.10955319,0.0197378628531776,1078.01816708165,2.29313713964644
"34",67,-649820.399779912,0.0201441471216854,1086.12574555389,2.30538308527752
"35",66,-650360.474527768,0.0208676875407898,1093.14516133473,2.3012716162974
"36",65,-647406.651637188,0.0204672153469977,1103.08990789313,2.30929386926669
"37",64,-647401.349186003,0.0219074666097712,1112.40274096811,2.31546616495413
"38",63,-649943.028264619,0.0227478921162308,1118.01981388816,2.31519893230436
"39",62,-646771.596761347,0.0242776167737211,1130.44643579083,2.3212461107524
"40",61,-652292.870802964,0.0232824600488615,1134.87622906528,2.32329514092081
"41",60,-648032.306078207,0.023391598356246,1139.79116436082,2.32829194210137
"42",59,-650885.782453739,0.0243535489135004,1149.58346997598,2.34075322679161
"43",58,-652270.182573064,0.022373995028879,1150.78363557691,2.35301221828186
"44",57,-653543.563306174,0.0231359516235243,1163.41829150311,2.35388883744516
"45",56,-651607.260505616,0.0222166841510742,1171.47475056312,2.36397611373089
"46",55,-654497.216773553,0.0218521254732667,1175.74523520268,2.36971946652084
"47",54,-652656.622054725,0.0240070795258371,1194.58493868466,2.36651690605418
"48",53,-654977.657265028,0.0233532790098163,1193.23184319554,2.38342593716366
"49",52,-650777.456748466,0.0266403583638418,1213.59968263409,2.38215220350859
"50",51,-655008.934887748,0.026202288489691,1218.74880710449,2.38545039962486
"51",50,-654630.579920975,0.0271841239999603,1228.67575655218,2.39149264766877
"52",49,-657288.482758486,0.0268654007921025,1237.90581167385,2.39091507356453
"53",48,-657926.839941398,0.0274317577046745,1254.83319167054,2.39287529798139
"54",47,-662467.956877892,0.0242923742520502,1242.3862771071,2.41331906196875
"55",46,-658686.260102965,0.0295986824136464,1280.60877481775,2.39322370648853
"56",45,-661662.91872357,0.0270200126885118,1271.41989821819,2.42010253554789
"57",44,-662718.649617402,0.0283793409569611,1293.09785388849,2.40439858458998
"58",43,-662832.468982945,0.0309779690671607,1310.8601852072,2.40473072140689
"59",42,-661899.121125883,0.0284046372919846,1313.09115363946,2.42329088914
"60",41,-667884.758211193,0.0310166425287461,1328.57528128244,2.4117146640887
"61",40,-666837.716230771,0.0291394610325095,1336.46903331704,2.44394680753665
"62",39,-666177.640636671,0.0309235262236775,1350.69494721682,2.43720147217002
"63",38,-668765.923763643,0.0308747840293984,1365.75737060755,2.44007578177923
"64",37,-668195.073543872,0.0329411788434582,1375.84258526819,2.43811865633431
"65",36,-671978.029808784,0.0335389304679064,1387.29350168962,2.43475184509682
"66",35,-671303.256927941,0.0327252832607191,1405.24639912732,2.43994132718943
